MATERIA,DESCRIPCION,ABREVIATURA,DEPARTAMENTO,CURSO,CURSO_N,ENSEÑANZAS,ESPECIALIDAD
41051,Coro,CO,,4º de Enseñanzas Elementales de Música (Piano),4º,Elemental,Piano
76700,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Piano),4º,Elemental,Piano
40741,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Saxofón),1º,Elemental,Saxofón
40743,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Saxofón),1º,Elemental,Saxofón
76606,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Saxofón),1º,Elemental,Saxofón
40829,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Saxofón),2º,Elemental,Saxofón
40831,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Saxofón),2º,Elemental,Saxofón
76640,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Saxofón),2º,Elemental,Saxofón
40965,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Saxofón),3º,Elemental,Saxofón
40967,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Saxofón),3º,Elemental,Saxofón
40971,Coro,CO,,3º de Enseñanzas Elementales de Música (Saxofón),3º,Elemental,Saxofón
76750,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Saxofón),3º,Elemental,Saxofón
41133,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Saxofón),4º,Elemental,Saxofón
41135,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Saxofón),4º,Elemental,Saxofón
41139,Coro,CO,,4º de Enseñanzas Elementales de Música (Saxofón),4º,Elemental,Saxofón
76690,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Saxofón),4º,Elemental,Saxofón
40745,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Trombón),1º,Elemental,Trombón
40747,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Trombón),1º,Elemental,Trombón
76618,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Trombón),1º,Elemental,Trombón
40835,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Trombón),2º,Elemental,Trombón
40833,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Trombón),2º,Elemental,Trombón
76642,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Trombón),2º,Elemental,Trombón
40973,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Trombón),3º,Elemental,Trombón
40975,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Trombón),3º,Elemental,Trombón
40979,Coro,CO,,3º de Enseñanzas Elementales de Música (Trombón),3º,Elemental,Trombón
76780,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Trombón),3º,Elemental,Trombón
41141,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Trombón),4º,Elemental,Trombón
41143,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Trombón),4º,Elemental,Trombón
41147,Coro,CO,,4º de Enseñanzas Elementales de Música (Trombón),4º,Elemental,Trombón
76694,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Trombón),4º,Elemental,Trombón
40749,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Trompa),1º,Elemental,Trompa
40751,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Trompa),1º,Elemental,Trompa
76568,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Trompa),1º,Elemental,Trompa
40837,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Trompa),2º,Elemental,Trompa
40839,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Trompa),2º,Elemental,Trompa
76646,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Trompa),2º,Elemental,Trompa
40981,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Trompa),3º,Elemental,Trompa
40983,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Trompa),3º,Elemental,Trompa
40987,Coro,CO,,3º de Enseñanzas Elementales de Música (Trompa),3º,Elemental,Trompa
76704,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Trompa),3º,Elemental,Trompa
41149,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Trompa),4º,Elemental,Trompa
41151,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Trompa),4º,Elemental,Trompa
41155,Coro,CO,,4º de Enseñanzas Elementales de Música (Trompa),4º,Elemental,Trompa
76718,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Trompa),4º,Elemental,Trompa
40753,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Trompeta),1º,Elemental,Trompeta
40755,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Trompeta),1º,Elemental,Trompeta
76614,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Trompeta),1º,Elemental,Trompeta
40841,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Trompeta),2º,Elemental,Trompeta
40843,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Trompeta),2º,Elemental,Trompeta
76778,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Trompeta),2º,Elemental,Trompeta
40989,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Trompeta),3º,Elemental,Trompeta
40991,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Trompeta),3º,Elemental,Trompeta
40995,Coro,CO,,3º de Enseñanzas Elementales de Música (Trompeta),3º,Elemental,Trompeta
76736,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Trompeta),3º,Elemental,Trompeta
41157,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Trompeta),4º,Elemental,Trompeta
41159,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Trompeta),4º,Elemental,Trompeta
41163,Coro,CO,,4º de Enseñanzas Elementales de Música (Trompeta),4º,Elemental,Trompeta
76720,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Trompeta),4º,Elemental,Trompeta
40729,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Oboe),1º,Elemental,Oboe
40731,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Oboe),1º,Elemental,Oboe
76598,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Oboe),1º,Elemental,Oboe
40761,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Viola),1º,Elemental,Viola
40763,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Viola),1º,Elemental,Viola
76630,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Viola),1º,Elemental,Viola
40957,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Oboe),3º,Elemental,Oboe
40959,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Oboe),3º,Elemental,Oboe
40963,Coro,CO,,3º de Enseñanzas Elementales de Música (Oboe),3º,Elemental,Oboe
76676,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Oboe),3º,Elemental,Oboe
40861,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Percusión),3º,Elemental,Percusión
40863,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Percusión),3º,Elemental,Percusión
40865,Coro,CO,,3º de Enseñanzas Elementales de Música (Percusión),3º,Elemental,Percusión
76740,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Percusión),3º,Elemental,Percusión
41013,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Violín),3º,Elemental,Violín
41015,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Violín),3º,Elemental,Violín
41019,Coro,CO,,3º de Enseñanzas Elementales de Música (Violín),3º,Elemental,Violín
76712,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Violín),3º,Elemental,Violín
41021,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Violoncello),3º,Elemental,Violoncello
41023,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Violoncello),3º,Elemental,Violoncello
41027,Coro,CO,,3º de Enseñanzas Elementales de Música (Violoncello),3º,Elemental,Violoncello
76714,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Violoncello),3º,Elemental,Violoncello
38363,Instrumento,INS,,2º de Enseñanzas Profesionales de Música (Fagot),2º,Profesional,Fagot
38365,Lenguaje Musical,LM,,2º de Enseñanzas Profesionales de Música (Fagot),2º,Profesional,Fagot
38369,Banda,BANDA,,2º de Enseñanzas Profesionales de Música (Fagot),2º,Profesional,Fagot
38371,Instrumento Complementario,INCOM,,2º de Enseñanzas Profesionales de Música (Fagot),2º,Profesional,Fagot
40849,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Viola),2º,Elemental,Viola
40851,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Viola),2º,Elemental,Viola
76650,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Viola),2º,Elemental,Viola
41005,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Viola),3º,Elemental,Viola
41007,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Viola),3º,Elemental,Viola
41011,Coro,CO,,3º de Enseñanzas Elementales de Música (Viola),3º,Elemental,Viola
76752,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Viola),3º,Elemental,Viola
41173,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Viola),4º,Elemental,Viola
41175,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Viola),4º,Elemental,Viola
41179,Coro,CO,,4º de Enseñanzas Elementales de Música (Viola),4º,Elemental,Viola
76670,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Viola),4º,Elemental,Viola
40853,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Violín),2º,Elemental,Violín
40855,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Violín),2º,Elemental,Violín
76652,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Violín),2º,Elemental,Violín
41181,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Violín),4º,Elemental,Violín
41183,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Violín),4º,Elemental,Violín
41187,Coro,CO,,4º de Enseñanzas Elementales de Música (Violín),4º,Elemental,Violín
76672,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Violín),4º,Elemental,Violín
40769,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Violoncello),1º,Elemental,Violoncello
40771,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Violoncello),1º,Elemental,Violoncello
76644,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Violoncello),1º,Elemental,Violoncello
40857,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Violoncello),2º,Elemental,Violoncello
40859,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Violoncello),2º,Elemental,Violoncello
76654,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Violoncello),2º,Elemental,Violoncello
41189,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Violoncello),4º,Elemental,Violoncello
41191,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Violoncello),4º,Elemental,Violoncello
41195,Coro,CO,,4º de Enseñanzas Elementales de Música (Violoncello),4º,Elemental,Violoncello
76724,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Violoncello),4º,Elemental,Violoncello
40693,Instrumento,INS,DEPARTAMENTO DE INSTRUMENTOS DE VIENTO MADERA,1º de Enseñanzas Elementales de Música (Clarinete),1º,Elemental,Clarinete
40695,Lenguaje Musical,LM,DEPARTAMENTO DE LENGUAJE MUSICAL,1º de Enseñanzas Elementales de Música (Clarinete),1º,Elemental,Clarinete
76580,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Clarinete),1º,Elemental,Clarinete
40781,Instrumento,INS,DEPARTAMENTO DE INSTRUMENTOS DE VIENTO MADERA,2º de Enseñanzas Elementales de Música (Clarinete),2º,Elemental,Clarinete
40783,Lenguaje Musical,LM,DEPARTAMENTO DE LENGUAJE MUSICAL,2º de Enseñanzas Elementales de Música (Clarinete),2º,Elemental,Clarinete
76604,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Clarinete),2º,Elemental,Clarinete
40901,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Clarinete),3º,Elemental,Clarinete
40903,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Clarinete),3º,Elemental,Clarinete
40907,Coro,CO,,3º de Enseñanzas Elementales de Música (Clarinete),3º,Elemental,Clarinete
76682,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Clarinete),3º,Elemental,Clarinete
41069,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Clarinete),4º,Elemental,Clarinete
41071,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Clarinete),4º,Elemental,Clarinete
41075,Coro,CO,,4º de Enseñanzas Elementales de Música (Clarinete),4º,Elemental,Clarinete
76660,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Clarinete),4º,Elemental,Clarinete
40703,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Contrabajo),1º,Elemental,Contrabajo
40701,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Contrabajo),1º,Elemental,Contrabajo
76560,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Contrabajo),1º,Elemental,Contrabajo
40791,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Contrabajo),2º,Elemental,Contrabajo
40789,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Contrabajo),2º,Elemental,Contrabajo
76608,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Contrabajo),2º,Elemental,Contrabajo
40917,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Contrabajo),3º,Elemental,Contrabajo
40919,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Contrabajo),3º,Elemental,Contrabajo
40923,Coro,CO,,3º de Enseñanzas Elementales de Música (Contrabajo),3º,Elemental,Contrabajo
76666,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Contrabajo),3º,Elemental,Contrabajo
41085,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Contrabajo),4º,Elemental,Contrabajo
41087,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Contrabajo),4º,Elemental,Contrabajo
41091,Coro,CO,,4º de Enseñanzas Elementales de Música (Contrabajo),4º,Elemental,Contrabajo
76678,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Contrabajo),4º,Elemental,Contrabajo
40705,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Fagot),1º,Elemental,Fagot
40707,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Fagot),1º,Elemental,Fagot
76562,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Fagot),1º,Elemental,Fagot
40795,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Fagot),2º,Elemental,Fagot
40793,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Fagot),2º,Elemental,Fagot
76596,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Fagot),2º,Elemental,Fagot
40931,Coro,CO,,3º de Enseñanzas Elementales de Música (Fagot),3º,Elemental,Fagot
40925,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Fagot),3º,Elemental,Fagot
40927,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Fagot),3º,Elemental,Fagot
76686,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Fagot),3º,Elemental,Fagot
41093,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Fagot),4º,Elemental,Fagot
41095,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Fagot),4º,Elemental,Fagot
41099,Coro,CO,,4º de Enseñanzas Elementales de Música (Fagot),4º,Elemental,Fagot
76680,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Fagot),4º,Elemental,Fagot
40713,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Flauta Travesera),1º,Elemental,Flauta Travesera
40715,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Flauta Travesera),1º,Elemental,Flauta Travesera
76584,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Flauta Travesera),1º,Elemental,Flauta Travesera
40801,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Flauta Travesera),2º,Elemental,Flauta Travesera
40803,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Flauta Travesera),2º,Elemental,Flauta Travesera
76612,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Flauta Travesera),2º,Elemental,Flauta Travesera
40941,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Flauta Travesera),3º,Elemental,Flauta Travesera
40943,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Flauta Travesera),3º,Elemental,Flauta Travesera
40947,Coro,CO,,3º de Enseñanzas Elementales de Música (Flauta Travesera),3º,Elemental,Flauta Travesera
76692,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Flauta Travesera),3º,Elemental,Flauta Travesera
41109,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Flauta Travesera),4º,Elemental,Flauta Travesera
41111,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Flauta Travesera),4º,Elemental,Flauta Travesera
41115,Coro,CO,,4º de Enseñanzas Elementales de Música (Flauta Travesera),4º,Elemental,Flauta Travesera
76572,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Flauta Travesera),4º,Elemental,Flauta Travesera
40717,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Guitarra),1º,Elemental,Guitarra
40719,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Guitarra),1º,Elemental,Guitarra
76586,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Guitarra),1º,Elemental,Guitarra
40805,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Guitarra),2º,Elemental,Guitarra
40807,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Guitarra),2º,Elemental,Guitarra
76620,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Guitarra),2º,Elemental,Guitarra
40873,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Guitarra),3º,Elemental,Guitarra
40875,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Guitarra),3º,Elemental,Guitarra
40877,Coro,CO,,3º de Enseñanzas Elementales de Música (Guitarra),3º,Elemental,Guitarra
76696,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Guitarra),3º,Elemental,Guitarra
41029,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Guitarra),4º,Elemental,Guitarra
41031,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Guitarra),4º,Elemental,Guitarra
41033,Coro,CO,,4º de Enseñanzas Elementales de Música (Guitarra),4º,Elemental,Guitarra
76574,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Guitarra),4º,Elemental,Guitarra
38289,Instrumento,INS,,1º de Enseñanzas Profesionales de Música (Saxofón),1º,Profesional,Saxofón
38291,Lenguaje Musical,LM,,1º de Enseñanzas Profesionales de Música (Saxofón),1º,Profesional,Saxofón
38295,Banda,BANDA,,1º de Enseñanzas Profesionales de Música (Saxofón),1º,Profesional,Saxofón
38299,Instrumento Complementario,INCOM,,1º de Enseñanzas Profesionales de Música (Saxofón),1º,Profesional,Saxofón
40239,Fundamentos de Composición,FCOM,,6º de Enseñanzas Profesionales de Música (Tuba),6º,Profesional,Tuba
40243,Didáctica de la Música,DIMU,,6º de Enseñanzas Profesionales de Música (Tuba),6º,Profesional,Tuba
40245,Improvisación,IMP,,6º de Enseñanzas Profesionales de Música (Tuba),6º,Profesional,Tuba
40247,Informática musical,INMU,,6º de Enseñanzas Profesionales de Música (Tuba),6º,Profesional,Tuba
40255,Música moderna,MUMO,,6º de Enseñanzas Profesionales de Música (Tuba),6º,Profesional,Tuba
39509,Instrumento,INS,,6º de Enseñanzas Profesionales de Música (Tuba),6º,Profesional,Tuba
39511,Música de Cámara,MC,,6º de Enseñanzas Profesionales de Música (Tuba),6º,Profesional,Tuba
39515,Banda,BANDA,,6º de Enseñanzas Profesionales de Música (Tuba),6º,Profesional,Tuba
39517,Análisis,AN,,6º de Enseñanzas Profesionales de Música (Tuba),6º,Profesional,Tuba
39519,Repertorio acompañado,RA,,6º de Enseñanzas Profesionales de Música (Tuba),6º,Profesional,Tuba
40817,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Oboe),2º,Elemental,Oboe
40819,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Oboe),2º,Elemental,Oboe
76628,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Oboe),2º,Elemental,Oboe
41125,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Oboe),4º,Elemental,Oboe
41127,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Oboe),4º,Elemental,Oboe
41131,Coro,CO,,4º de Enseñanzas Elementales de Música (Oboe),4º,Elemental,Oboe
76576,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Oboe),4º,Elemental,Oboe
40733,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Percusión),1º,Elemental,Percusión
40735,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Percusión),1º,Elemental,Percusión
76590,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Percusión),1º,Elemental,Percusión
40821,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Percusión),2º,Elemental,Percusión
40823,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Percusión),2º,Elemental,Percusión
76632,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Percusión),2º,Elemental,Percusión
39057,Instrumento,INS,,4º de Enseñanzas Profesionales de Música (Percusión),4º,Profesional,Percusión
39059,Armonía,AR,,4º de Enseñanzas Profesionales de Música (Percusión),4º,Profesional,Percusión
39063,Banda,BANDA,,4º de Enseñanzas Profesionales de Música (Percusión),4º,Profesional,Percusión
39067,Historia de la Música,HM,,4º de Enseñanzas Profesionales de Música (Percusión),4º,Profesional,Percusión
39069,Instrumento Complementario,INCOM,,4º de Enseñanzas Profesionales de Música (Percusión),4º,Profesional,Percusión
38111,Instrumento,INS,,1º de Enseñanzas Profesionales de Música (Canto),1º,Profesional,Canto
38113,Lenguaje Musical,LM,,1º de Enseñanzas Profesionales de Música (Canto),1º,Profesional,Canto
38115,Coro,CO,,1º de Enseñanzas Profesionales de Música (Canto),1º,Profesional,Canto
38117,Idioma aplicado al Canto,IDAPC,,1º de Enseñanzas Profesionales de Música (Canto),1º,Profesional,Canto
38119,Instrumento Complementario,INCOM,,1º de Enseñanzas Profesionales de Música (Canto),1º,Profesional,Canto
38229,Instrumento,INS,,1º de Enseñanzas Profesionales de Música (Guitarra),1º,Profesional,Guitarra
38231,Lenguaje Musical,LM,,1º de Enseñanzas Profesionales de Música (Guitarra),1º,Profesional,Guitarra
38233,Coro,CO,,1º de Enseñanzas Profesionales de Música (Guitarra),1º,Profesional,Guitarra
38235,Conjunto,CON,,1º de Enseñanzas Profesionales de Música (Guitarra),1º,Profesional,Guitarra
38237,Instrumento Complementario,INCOM,,1º de Enseñanzas Profesionales de Música (Guitarra),1º,Profesional,Guitarra
38413,Instrumento,INS,,2º de Enseñanzas Profesionales de Música (Trompeta),2º,Profesional,Trompeta
38415,Lenguaje Musical,LM,,2º de Enseñanzas Profesionales de Música (Trompeta),2º,Profesional,Trompeta
38419,Banda,BANDA,,2º de Enseñanzas Profesionales de Música (Trompeta),2º,Profesional,Trompeta
38421,Instrumento Complementario,INCOM,,2º de Enseñanzas Profesionales de Música (Trompeta),2º,Profesional,Trompeta
38423,Instrumento,INS,,2º de Enseñanzas Profesionales de Música (Tuba),2º,Profesional,Tuba
38425,Lenguaje Musical,LM,,2º de Enseñanzas Profesionales de Música (Tuba),2º,Profesional,Tuba
38429,Banda,BANDA,,2º de Enseñanzas Profesionales de Música (Tuba),2º,Profesional,Tuba
38431,Instrumento Complementario,INCOM,,2º de Enseñanzas Profesionales de Música (Tuba),2º,Profesional,Tuba
38871,Instrumento,INS,,4º de Enseñanzas Profesionales de Música (Contrabajo),4º,Profesional,Contrabajo
38873,Armonía,AR,,4º de Enseñanzas Profesionales de Música (Contrabajo),4º,Profesional,Contrabajo
38875,Orquesta,ORQ,,4º de Enseñanzas Profesionales de Música (Contrabajo),4º,Profesional,Contrabajo
38879,Historia de la Música,HM,,4º de Enseñanzas Profesionales de Música (Contrabajo),4º,Profesional,Contrabajo
38881,Instrumento Complementario,INCOM,,4º de Enseñanzas Profesionales de Música (Contrabajo),4º,Profesional,Contrabajo
38883,Repertorio acompañado,RA,,4º de Enseñanzas Profesionales de Música (Contrabajo),4º,Profesional,Contrabajo
39049,Instrumento,INS,,4º de Enseñanzas Profesionales de Música (Piano),4º,Profesional,Piano
39051,Armonía,AR,,4º de Enseñanzas Profesionales de Música (Piano),4º,Profesional,Piano
39053,Conjunto,CON,,4º de Enseñanzas Profesionales de Música (Piano),4º,Profesional,Piano
39055,Historia de la Música,HM,,4º de Enseñanzas Profesionales de Música (Piano),4º,Profesional,Piano
39071,Instrumento,INS,,4º de Enseñanzas Profesionales de Música (Saxofón),4º,Profesional,Saxofón
39073,Armonía,AR,,4º de Enseñanzas Profesionales de Música (Saxofón),4º,Profesional,Saxofón
39077,Banda,BANDA,,4º de Enseñanzas Profesionales de Música (Saxofón),4º,Profesional,Saxofón
39081,Historia de la Música,HM,,4º de Enseñanzas Profesionales de Música (Saxofón),4º,Profesional,Saxofón
39083,Instrumento Complementario,INCOM,,4º de Enseñanzas Profesionales de Música (Saxofón),4º,Profesional,Saxofón
39085,Repertorio acompañado,RA,,4º de Enseñanzas Profesionales de Música (Saxofón),4º,Profesional,Saxofón
39099,Instrumento,INS,,4º de Enseñanzas Profesionales de Música (Violín),4º,Profesional,Violín
39101,Armonía,AR,,4º de Enseñanzas Profesionales de Música (Violín),4º,Profesional,Violín
39103,Orquesta,ORQ,,4º de Enseñanzas Profesionales de Música (Violín),4º,Profesional,Violín
39105,Historia de la Música,HM,,4º de Enseñanzas Profesionales de Música (Violín),4º,Profesional,Violín
39107,Instrumento Complementario,INCOM,,4º de Enseñanzas Profesionales de Música (Violín),4º,Profesional,Violín
39109,Repertorio acompañado,RA,,4º de Enseñanzas Profesionales de Música (Violín),4º,Profesional,Violín
39735,Fundamentos de Composición,FCOM,,5º de Enseñanzas Profesionales de Música (Flauta Travesera),5º,Profesional,Flauta Travesera
39737,Coro,CO,,5º de Enseñanzas Profesionales de Música (Flauta Travesera),5º,Profesional,Flauta Travesera
39739,Didáctica de la Música,DIMU,,5º de Enseñanzas Profesionales de Música (Flauta Travesera),5º,Profesional,Flauta Travesera
39741,Improvisación,IMP,,5º de Enseñanzas Profesionales de Música (Flauta Travesera),5º,Profesional,Flauta Travesera
39743,Informática musical,INMU,,5º de Enseñanzas Profesionales de Música (Flauta Travesera),5º,Profesional,Flauta Travesera
39751,Música moderna,MUMO,,5º de Enseñanzas Profesionales de Música (Flauta Travesera),5º,Profesional,Flauta Travesera
39193,Instrumento,INS,,5º de Enseñanzas Profesionales de Música (Flauta Travesera),5º,Profesional,Flauta Travesera
39195,Música de Cámara,MC,,5º de Enseñanzas Profesionales de Música (Flauta Travesera),5º,Profesional,Flauta Travesera
39199,Banda,BANDA,,5º de Enseñanzas Profesionales de Música (Flauta Travesera),5º,Profesional,Flauta Travesera
